image_id,true_class,pred_class,confidence,correct,baseline,target,n_steps,raw_path
ISIC_0028941,akiec,akiec,0.4566575884819031,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/00_ISIC_0028941_black_pred.npy
ISIC_0028941,akiec,akiec,0.4566575884819031,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/00_ISIC_0028941_blurred_pred.npy
ISIC_0031421,akiec,akiec,0.8886157274246216,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/01_ISIC_0031421_black_pred.npy
ISIC_0031421,akiec,akiec,0.8886157274246216,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/01_ISIC_0031421_blurred_pred.npy
ISIC_0033000,akiec,akiec,0.980678379535675,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/02_ISIC_0033000_black_pred.npy
ISIC_0033000,akiec,akiec,0.980678379535675,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/02_ISIC_0033000_blurred_pred.npy
ISIC_0025696,akiec,akiec,0.9970570802688599,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/03_ISIC_0025696_black_pred.npy
ISIC_0025696,akiec,akiec,0.9970570802688599,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/03_ISIC_0025696_blurred_pred.npy
ISIC_0026492,akiec,bcc,0.45205748081207275,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/04_ISIC_0026492_black_pred.npy
ISIC_0026492,akiec,bcc,0.45205748081207275,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/04_ISIC_0026492_black_true.npy
ISIC_0026492,akiec,bcc,0.45205748081207275,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/04_ISIC_0026492_blurred_pred.npy
ISIC_0026492,akiec,bcc,0.45205748081207275,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/04_ISIC_0026492_blurred_true.npy
ISIC_0027884,akiec,bcc,0.7201753258705139,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/05_ISIC_0027884_black_pred.npy
ISIC_0027884,akiec,bcc,0.7201753258705139,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/05_ISIC_0027884_black_true.npy
ISIC_0027884,akiec,bcc,0.7201753258705139,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/05_ISIC_0027884_blurred_pred.npy
ISIC_0027884,akiec,bcc,0.7201753258705139,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/05_ISIC_0027884_blurred_true.npy
ISIC_0033866,akiec,bkl,0.9526095390319824,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/06_ISIC_0033866_black_pred.npy
ISIC_0033866,akiec,bkl,0.9526095390319824,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/06_ISIC_0033866_black_true.npy
ISIC_0033866,akiec,bkl,0.9526095390319824,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/06_ISIC_0033866_blurred_pred.npy
ISIC_0033866,akiec,bkl,0.9526095390319824,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/06_ISIC_0033866_blurred_true.npy
ISIC_0030233,bcc,bcc,0.27771899104118347,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/07_ISIC_0030233_black_pred.npy
ISIC_0030233,bcc,bcc,0.27771899104118347,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/07_ISIC_0030233_blurred_pred.npy
ISIC_0031531,bcc,bcc,0.87826007604599,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/08_ISIC_0031531_black_pred.npy
ISIC_0031531,bcc,bcc,0.87826007604599,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/08_ISIC_0031531_blurred_pred.npy
ISIC_0032022,bcc,bcc,0.9493420720100403,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/09_ISIC_0032022_black_pred.npy
ISIC_0032022,bcc,bcc,0.9493420720100403,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/09_ISIC_0032022_blurred_pred.npy
ISIC_0026593,bcc,bcc,0.9879982471466064,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/10_ISIC_0026593_black_pred.npy
ISIC_0026593,bcc,bcc,0.9879982471466064,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/10_ISIC_0026593_blurred_pred.npy
ISIC_0028964,bcc,nv,0.3580377399921417,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/11_ISIC_0028964_black_pred.npy
ISIC_0028964,bcc,nv,0.3580377399921417,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/11_ISIC_0028964_black_true.npy
ISIC_0028964,bcc,nv,0.3580377399921417,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/11_ISIC_0028964_blurred_pred.npy
ISIC_0028964,bcc,nv,0.3580377399921417,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/11_ISIC_0028964_blurred_true.npy
ISIC_0027759,bcc,nv,0.5510835647583008,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/12_ISIC_0027759_black_pred.npy
ISIC_0027759,bcc,nv,0.5510835647583008,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/12_ISIC_0027759_black_true.npy
ISIC_0027759,bcc,nv,0.5510835647583008,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/12_ISIC_0027759_blurred_pred.npy
ISIC_0027759,bcc,nv,0.5510835647583008,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/12_ISIC_0027759_blurred_true.npy
ISIC_0029035,bcc,akiec,0.936504602432251,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/13_ISIC_0029035_black_pred.npy
ISIC_0029035,bcc,akiec,0.936504602432251,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/13_ISIC_0029035_black_true.npy
ISIC_0029035,bcc,akiec,0.936504602432251,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/13_ISIC_0029035_blurred_pred.npy
ISIC_0029035,bcc,akiec,0.936504602432251,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/13_ISIC_0029035_blurred_true.npy
ISIC_0024505,bkl,bkl,0.3000088036060333,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/14_ISIC_0024505_black_pred.npy
ISIC_0024505,bkl,bkl,0.3000088036060333,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/14_ISIC_0024505_blurred_pred.npy
ISIC_0026861,bkl,bkl,0.8481700420379639,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/15_ISIC_0026861_black_pred.npy
ISIC_0026861,bkl,bkl,0.8481700420379639,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/15_ISIC_0026861_blurred_pred.npy
ISIC_0031008,bkl,bkl,0.9508211016654968,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/16_ISIC_0031008_black_pred.npy
ISIC_0031008,bkl,bkl,0.9508211016654968,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/16_ISIC_0031008_blurred_pred.npy
ISIC_0029195,bkl,bkl,0.9918688535690308,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/17_ISIC_0029195_black_pred.npy
ISIC_0029195,bkl,bkl,0.9918688535690308,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/17_ISIC_0029195_blurred_pred.npy
ISIC_0025276,bkl,nv,0.365913450717926,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/18_ISIC_0025276_black_pred.npy
ISIC_0025276,bkl,nv,0.365913450717926,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/18_ISIC_0025276_black_true.npy
ISIC_0025276,bkl,nv,0.365913450717926,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/18_ISIC_0025276_blurred_pred.npy
ISIC_0025276,bkl,nv,0.365913450717926,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/18_ISIC_0025276_blurred_true.npy
ISIC_0024851,bkl,mel,0.7039041519165039,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/19_ISIC_0024851_black_pred.npy
ISIC_0024851,bkl,mel,0.7039041519165039,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/19_ISIC_0024851_black_true.npy
ISIC_0024851,bkl,mel,0.7039041519165039,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/19_ISIC_0024851_blurred_pred.npy
ISIC_0024851,bkl,mel,0.7039041519165039,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/19_ISIC_0024851_blurred_true.npy
ISIC_0026893,bkl,akiec,0.9812588095664978,False,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/20_ISIC_0026893_black_pred.npy
ISIC_0026893,bkl,akiec,0.9812588095664978,False,black,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/20_ISIC_0026893_black_true.npy
ISIC_0026893,bkl,akiec,0.9812588095664978,False,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/20_ISIC_0026893_blurred_pred.npy
ISIC_0026893,bkl,akiec,0.9812588095664978,False,blurred,true,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/failures/20_ISIC_0026893_blurred_true.npy
ISIC_0027008,df,df,0.36619263887405396,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/21_ISIC_0027008_black_pred.npy
ISIC_0027008,df,df,0.36619263887405396,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/21_ISIC_0027008_blurred_pred.npy
ISIC_0029973,df,df,0.9185516834259033,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/22_ISIC_0029973_black_pred.npy
ISIC_0029973,df,df,0.9185516834259033,True,blurred,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/22_ISIC_0029973_blurred_pred.npy
ISIC_0027745,df,df,0.991693913936615,True,black,pred,50,ham10000/results/xai/integrated_gradients/convnext-tiny_fold3/raw/correct/23_ISIC_0027745_black_pred.npy
